Crank Angle	PCYL1	CAM_TRIG	
deg	bar	V	
57.2	4.154		
57.3	4.138		
57.4	4.125		
57.5	4.109		
57.6	4.098		
57.7	4.082		
57.8	4.069		
57.9	4.055		
58.0	4.042	0.85856	
58.1	4.029		
58.2	4.013		
58.3	4.000		
58.4	3.984		
58.5	3.970		
58.6	3.960		
58.7	3.944		
58.8	3.930		
58.9	3.920		
59.0	3.906	0.85856	
59.1	3.893		
59.2	3.877		
59.3	3.866		
59.4	3.853		
59.5	3.842		
59.6	3.829		
59.7	3.816		
59.8	3.805		
59.9	3.792		
60.0	3.778	0.85856	
60.1	3.765		
60.2	3.754		
60.3	3.741		
60.4	3.728		
60.5	3.714		
60.6	3.701		
60.7	3.691		
60.8	3.680		
60.9	3.667		
61.0	3.656	0.85888	
61.1	3.645		
61.2	3.629		
61.3	3.621		
61.4	3.611		
61.5	3.597		
61.6	3.584		
61.7	3.573		
61.8	3.560		
61.9	3.549		
62.0	3.539	0.85856	
62.1	3.528		
62.2	3.517		
62.3	3.504		
62.4	3.493		
62.5	3.483		
62.6	3.472		
62.7	3.459		
62.8	3.448		
62.9	3.437		
63.0	3.429	0.85888	
63.1	3.419		
63.2	3.408		
63.3	3.397		
63.4	3.384		
63.5	3.373		
63.6	3.363		
63.7	3.352		
63.8	3.344		
63.9	3.334		
64.0	3.323	0.85888	
64.1	3.312		
64.2	3.302		
64.3	3.291		
64.4	3.286		
64.5	3.272		
64.6	3.264		
64.7	3.254		
64.8	3.246		
64.9	3.235		
65.0	3.224	0.85888	
65.1	3.214		
65.2	3.203		
65.3	3.192		
65.4	3.182		
65.5	3.174		
65.6	3.166		
65.7	3.158		
65.8	3.147		
65.9	3.139		
66.0	3.128	0.85888	
66.1	3.118		
66.2	3.110		
66.3	3.102		
66.4	3.094		
66.5	3.080		
66.6	3.072		
66.7	3.064		
66.8	3.054		
66.9	3.043		
67.0	3.035	0.85888	
67.1	3.027		
67.2	3.019		
67.3	3.009		
67.4	3.001		
67.5	2.995		
67.6	2.985		
67.7	2.977		
67.8	2.966		
67.9	2.955		
68.0	2.950	0.85888	
68.1	2.942		
68.2	2.934		
68.3	2.923		
68.4	2.915		
68.5	2.907		
68.6	2.899		
68.7	2.894		
68.8	2.883		
68.9	2.875		
69.0	2.865	0.85888	
69.1	2.859		
69.2	2.851		
69.3	2.843		
69.4	2.833		
69.5	2.825		
69.6	2.819		
69.7	2.811		
69.8	2.803		
69.9	2.793		
70.0	2.787	0.85888	
71.0	2.713	0.85888	
72.0	2.638	0.85888	
73.0	2.572	0.85888	
74.0	2.505	0.85888	
75.0	2.441	0.85888	
76.0	2.380	0.85888	
77.0	2.321	0.85888	
78.0	2.268	0.85888	
79.0	2.212	0.85888	
80.0	2.164	0.85888	
81.0	2.113	0.85888	
82.0	2.068	0.85888	
83.0	2.023	0.85888	
84.0	1.978	0.85888	
85.0	1.938	0.85888	
86.0	1.898	0.85888	
87.0	1.858	0.85888	
88.0	1.820	0.85888	
89.0	1.788	0.85888	
90.0	1.754	0.85888	
91.0	1.722	0.85888	
92.0	1.687	0.85888	
93.0	1.658	0.85888	
94.0	1.629	0.85888	
95.0	1.599	0.85888	
96.0	1.573	0.85888	
97.0	1.549	0.85888	
98.0	1.522	0.85888	
99.0	1.498	0.85920	
100.0	1.474	0.85888	
101.0	1.453	0.85920	
102.0	1.429	0.85920	
103.0	1.410	0.85920	
104.0	1.389	0.85888	
105.0	1.370	0.85888	
106.0	1.351	0.85920	
107.0	1.333	0.85920	
108.0	1.314	0.85920	
109.0	1.296	0.85920	
110.0	1.282	0.85920	
111.0	1.266	0.85920	
112.0	1.248	0.85920	
113.0	1.234	0.85920	
114.0	1.221	0.85920	
115.0	1.208	0.85920	
116.0	1.194	0.85920	
117.0	1.178	0.85920	
118.0	1.165	0.85920	
119.0	1.157	0.85920	
120.0	1.144	0.85920	
121.0	1.133	0.85920	
122.0	1.122	0.85920	
123.0	1.112	0.85920	
124.0	1.101	0.85920	
125.0	1.090	0.85920	
126.0	1.082	0.85920	
127.0	1.072	0.85920	
128.0	1.064	0.85952	
129.0	1.056	0.85952	
130.0	1.045	0.85920	
131.0	1.037	0.85920	
132.0	1.029	0.85952	
133.0	1.024	0.85920	
134.0	1.013	0.85920	
135.0	1.008	0.85952	
136.0	1.000	0.85952	
137.0	0.992	0.85920	
138.0	0.986	0.85920	
139.0	0.981	0.85952	
140.0	0.976	0.85952	
141.0	0.968	0.85952	
142.0	0.963	0.85952	
143.0	0.960	0.85952	
144.0	0.955	0.85952	
145.0	0.947	0.85952	
146.0	0.944	0.85952	
147.0	0.939	0.85920	
148.0	0.936	0.85920	
149.0	0.931	0.85920	
150.0	0.925	0.85952	
151.0	0.923	0.85952	
152.0	0.917	0.85920	
153.0	0.915	0.85920	
154.0	0.912	0.85952	
155.0	0.909	0.85920	
156.0	0.907	0.85920	
157.0	0.901	0.85920	
158.0	0.899	0.85920	
159.0	0.901	0.85920	
160.0	0.899	0.85920	
161.0	0.891	0.85920	
162.0	0.885	0.85920	
163.0	0.893	0.85920	
164.0	0.885	0.85888	
165.0	0.885	0.85920	
166.0	0.877	0.85888	
167.0	0.880	0.85920	
168.0	0.875	0.85888	
169.0	0.875	0.85888	
170.0	0.875	0.85888	
171.0	0.872	0.85888	
172.0	0.872	0.85888	
173.0	0.872	0.85888	
174.0	0.869	0.85888	
175.0	0.869	0.85888	
176.0	0.869	0.85888	
177.0	0.869	0.85888	
178.0	0.872	0.85888	
179.0	0.869	0.85888	
180.0	0.869	0.85888	
181.0	0.869	0.85888	
182.0	0.872	0.85888	
183.0	0.875	0.85888	
184.0	0.875	0.85888	
185.0	0.872	0.85633	
186.0	0.877	0.85601	
187.0	0.877	0.85665	
188.0	0.880	0.85633	
189.0	0.883	0.85665	
190.0	0.883	0.85665	
191.0	0.885	0.85697	
192.0	0.888	0.85697	
193.0	0.891	0.85697	
194.0	0.893	0.85697	
195.0	0.896	0.85697	
196.0	0.901	0.85697	
197.0	0.904	0.85729	
198.0	0.907	0.85729	
199.0	0.909	0.85729	
200.0	0.915	0.85729	
201.0	0.920	0.85729	
202.0	0.923	0.85761	
203.0	0.925	0.85761	
204.0	0.931	0.85729	
205.0	0.936	0.85761	
206.0	0.939	0.85761	
207.0	0.944	0.85792	
208.0	0.949	0.85761	
209.0	0.955	0.85792	
210.0	0.960	0.85792	
211.0	0.965	0.85761	
212.0	0.968	0.85792	
213.0	0.973	0.85792	
214.0	0.978	0.85792	
215.0	0.984	0.85792	
216.0	0.989	0.85792	
217.0	0.994	0.85792	
218.0	1.000	0.85824	
219.0	1.005	0.85824	
220.0	1.010	0.85824	
221.0	1.016	0.85824	
222.0	1.021	0.85824	
223.0	1.026	0.85824	
224.0	1.032	0.85824	
225.0	1.037	0.85824	
226.0	1.045	0.85824	
227.0	1.048	0.85824	
228.0	1.053	0.85824	
229.0	1.058	0.85824	
230.0	1.064	0.85824	
231.0	1.069	0.85824	
232.0	1.072	0.85824	
233.0	1.080	0.85856	
234.0	1.082	0.85824	
235.0	1.088	0.85984	
236.0	1.093	0.85824	
237.0	1.096	0.85856	
238.0	1.101	0.85856	
239.0	1.106	0.85856	
240.0	1.112	0.85856	
241.0	1.114	0.85856	
242.0	1.120	0.85856	
243.0	1.122	0.85856	
244.0	1.128	0.85856	
245.0	1.133	0.85888	
246.0	1.136	0.85888	
247.0	1.138	0.85888	
248.0	1.144	0.85856	
249.0	1.146	0.85888	
250.0	1.152	0.85888	
251.0	1.157	0.85888	
252.0	1.160	0.85888	
253.0	1.162	0.85888	
254.0	1.168	0.85888	
255.0	1.168	0.85888	
256.0	1.173	0.86079	
257.0	1.176	0.85888	
258.0	1.184	0.85888	
259.0	1.184	0.85888	
260.0	1.189	0.85888	
261.0	1.192	0.86781	
262.0	1.194	0.85888	
263.0	1.200	0.85888	
264.0	1.202	0.85888	
265.0	1.205	0.85888	
266.0	1.208	0.85888	
267.0	1.210	0.85888	
268.0	1.213	0.85888	
269.0	1.218	0.85888	
270.0	1.221	0.85888	
271.0	1.224	0.85888	
272.0	1.229	0.85888	
273.0	1.229	0.85888	
274.0	1.232	0.85888	
275.0	1.234	0.85888	
276.0	1.242	0.86175	
277.0	1.242	0.85888	
278.0	1.242	0.85888	
279.0	1.248	0.85888	
280.0	1.250	0.85856	
281.0	1.253	0.85888	
282.0	1.256	0.85888	
283.0	1.258	0.85888	
284.0	1.261	0.85888	
285.0	1.264	0.85888	
286.0	1.269	0.85856	
287.0	1.269	0.85856	
288.0	1.272	0.85888	
289.0	1.274	0.85856	
290.0	1.277	0.85856	
291.0	1.277	0.85888	
292.0	1.280	0.85856	
293.0	1.282	0.85856	
294.0	1.282	0.85856	
295.0	1.282	0.85856	
296.0	1.285	0.85856	
297.0	1.285	0.85856	
298.0	1.285	0.85856	
299.0	1.288	0.85856	
300.0	1.288	0.85856	
301.0	1.288	0.85856	
302.0	1.288	0.85856	
303.0	1.290	0.85856	
304.0	1.290	0.85888	
305.0	1.288	0.85856	
306.0	1.288	0.85888	
307.0	1.285	0.85856	
308.0	1.285	0.85856	
309.0	1.282	0.85856	
310.0	1.282	0.85856	
311.0	1.280	0.85856	
312.0	1.280	0.85856	
313.0	1.274	0.85856	
314.0	1.272	0.85856	
315.0	1.269	0.85856	
316.0	1.266	0.85856	
317.0	1.264	0.85856	
318.0	1.261	0.85856	
319.0	1.258	0.85888	
320.0	1.256	0.85856	
321.0	1.253	0.85888	
322.0	1.250	0.85888	
323.0	1.248	0.85856	
324.0	1.242	0.85888	
325.0	1.242	0.85888	
326.0	1.240	0.85888	
327.0	1.240	0.85856	
328.0	1.234	0.85888	
329.0	1.237	0.85888	
330.0	1.237	0.85888	
331.0	1.240	0.85888	
332.0	1.237	0.85888	
333.0	1.240	0.85888	
334.0	1.242	0.85888	
335.0	1.248	0.85888	
336.0	1.253	0.85888	
337.0	1.261	0.85888	
338.0	1.269	0.85888	
339.0	1.280	0.85888	
340.0	1.290	0.85888	
341.0	1.301	0.85920	
342.0	1.317	0.85888	
343.0	1.330	0.85920	
344.0	1.346	0.85888	
345.0	1.365	0.85920	
346.0	1.383	0.85920	
347.0	1.405	0.85920	
348.0	1.423	0.85888	
349.0	1.442	0.85920	
350.0	1.463	0.85920	
351.0	1.485	0.85920	
352.0	1.503	0.85920	
353.0	1.522	0.85920	
354.0	1.538	0.85920	
355.0	1.554	0.85920	
356.0	1.565	0.85920	
357.0	1.583	0.85920	
358.0	1.586	0.85920	
359.0	1.586	0.85920	
